19487 18668
19422 18683
19396 18744
19367 18798
19351 18816
19337 18836
19323 18874
19288 18889
19281 18907
19270 18953
19201 18995
19166 19013
19156 19083
19151 19127
19148 19128
19114 19182
19095 19307
19034 19309
19010 19385
18968 19462
18882 19514
18794 19516
18778 19527
18764 19579
18757 19637
18638 19641
18602 19647
18575 19667
18554 19698
18495 19740
18399 19775
18277 19796
18259 19809
18257 19857
18176 19891
18084 19893
18035 19907
17902 19922
17701 19931
17613 19943
19480 18551
19347 18799
19266 18950
19201 18992
19163 19007
19155 19030
19114 19163
19088 19257
18992 19371
18956 19395
18921 19403
18907 19429
18895 19431
18861 19475
18847 19509
18786 19515
18760 19548
18668 19607
18663 19627
18517 19669
18460 19719
18450 19725
18403 19734
18388 19773
18186 19852
18165 19889
19442 18535
19397 18627
19330 18813
19323 18817
19287 18843
19251 18940
19184 18965
19140 19084
19133 19094
19130 19100
19111 19148
19088 19205
19049 19231
18990 19351
18970 19353
18934 19394
18905 19405
18860 19463
18802 19487
18752 19553
18718 19559
18698 19569
18694 19576
18649 19627
18495 19677
18361 19755
18319 19756
18184 19814
19439 18110
19240 18930
19146 19033
19144 19067
19098 19135
19054 19194
19030 19245
19007 19274
19005 19295
18906 19399
18594 19629
18491 19675
18456 19687
18297 19756
18257 19781
19375 18568
19270 18855
19204 18909
19122 19094
19072 19165
19003 19295
18970 19340
18857 19434
18785 19507
18671 19569
18615 19618
18571 19633
18529 19641
18481 19675
18401 19716
18151 19843
18019 19863
18010 19875
18004 19877
17602 19900
19355 18595
19171 18941
19139 19063
19112 19100
19095 19129
19084 19155
19010 19242
19002 19277
18996 19279
18927 19369
18828 19461
18691 19558
18670 19561
18623 19603
18596 19627
18388 19723
18280 19742
19383 18431
19350 18605
19282 18815
19230 18881
19186 18924
19172 18933
19137 19059
19032 19187
19020 19196
18859 19419
18817 19445
18766 19507
18477 19669
18414 19677
18368 19721
18317 19728
18173 19782
18155 19799
18121 19814
18068 19840
18034 19847
19372 18500
19317 18782
19251 18855
19221 18881
18944 19310
18919 19365
18850 19422
18803 19444
18796 19458
18795 19461
18772 19483
18614 19588
18454 19672
18309 19726
18286 19729
18278 19736
18259 19749
18150 19801
19320 18730
19207 18878
19189 18897
19183 18915
19177 18916
19173 18921
19155 18953
19131 19049
19092 19118
18931 19334
18919 19356
18897 19379
18892 19392
18852 19409
18836 19424
18816 19433
18761 19494
18693 19523
18686 19545
18616 19576
18602 19589
18469 19661
18395 19682
18381 19716
18169 19777
17692 19869
19318 18696
19304 18733
19208 18873
19188 18895
19067 19131
19035 19151
19004 19208
18946 19296
18945 19303
18763 19487
18698 19515
18682 19535
18633 19565
18596 19594
18214 19755
18044 19810
17821 19856
17642 19867
19224 18849
19184 18902
19141 18987
19017 19168
19013 19180
18980 19266
18878 19387
18552 19623
18127 19787
18122 19793
17647 19862
19337 18555
19320 18644
19298 18718
19144 18959
19132 19009
19122 19034
19117 19040
19001 19220
18953 19284
18863 19387
18838 19406
18688 19516
18657 19553
18455 19652
18361 19701
18333 19703
18295 19723
18166 19757
19281 18781
19130 19023
19113 19057
19078 19107
19016 19164
18998 19211
18783 19455
18761 19480
18742 19492
18713 19504
18667 19543
18544 19613
18531 19618
18525 19622
18447 19666
18035 19802
17963 19825
17948 19834
19277 18764
19239 18816
19206 18851
19176 18901
19169 18912
18975 19244
18946 19284
18768 19461
18704 19499
18582 19581
18576 19584
18447 19664
19246 18813
19201 18866
19135 18978
19061 19109
18962 19259
18647 19547
18495 19625
18311 19703
18307 19708
18077 19785
17933 19819
17741 19837
