20358 15884
19205 19435
16028 20652
13889 13414
13743 13659
13703 14116
13276 14132
13098 14262
13380 13714
13725 13217
13482 13605
13266 13892
13631 13300
13406 13430
13391 13509
13356 13620
13494 13234
13249 13677
13135 13709
12611 13745
13561 12959
13498 13189
13287 13567
13263 13637
13319 13471
13391 13259
13475 12986
13463 13148
13436 13167
12834 13637
13313 13261
13286 13383
13222 13528
13458 12189
13445 12199
13401 13004
13395 13129
12979 13594
13419 12718
13347 13190
12887 13554
12791 13586
13296 13205
13099 13465
13098 13468
12819 13536
12613 13556
13232 13276
13337 13093
13321 13112
13077 13443
12988 13460
13123 13298
13225 13235
13345 12748
13082 13329
13345 12726
13050 13336
13030 13353
13307 12916
12850 13375
12809 13384
13307 12740
12785 13385
12477 13415
12174 13417
13268 12955
13269 12806
12829 13310
12707 13379
12763 13354
13183 13092
12919 13250
12802 13314
13285 12532
13051 13184
12853 13217
12645 13311
13240 12680
13239 12703
13113 12827
12966 13161
12903 13180
12230 13314
11828 13327
13235 12365
13077 12971
13057 12980
12378 13303
13189 12670
13150 12691
12914 13127
12902 13136
12798 13204
12755 13226
12638 13247
12608 13259
13143 12597
13010 12964
12816 13155
12889 13018
12879 13026
12919 12962
12865 13010
12824 13104
12058 13245
13095 12553
12671 13181
12854 12989
12620 13185
13069 12610
12911 12949
12558 13191
12859 12969
12482 13187
13013 12653
12942 12714
12907 12794
12899 12902
12680 13130
12465 13189
12795 13030
13055 12267
12932 12695
12790 13035
12877 12800
12931 12558
12941 12367
12829 12840
12505 13114
12483 13118
12086 13158
12903 12655
12850 12796
12799 12954
12619 13027
12636 13015
12668 12987
12543 13079
12622 13002
12858 12686
12367 13099
12319 13104
12278 13095
12189 13103
12891 12338
12334 13075
12750 12846
12871 12500
12356 13028
12670 12855
12778 12769
12881 11879
12880 12118
12780 12744
12164 13031
12627 12862
12253 13023
12686 12779
12660 12827
12311 13011
12620 12868
12404 12982
12854 12265
12832 12451
12680 12773
12608 12942
12585 12946
12450 12962
11915 13021
12397 12960
12397 12958
12764 12611
12571 12829
12097 12987
12600 12825
12708 12642
12633 12740
12742 12591
12538 12802
12778 12335
12740 12532
12641 12663
12545 12790
12779 12237
12748 12407
12580 12766
12359 12847
12310 12883
12498 12790
12662 12560
12649 12591
12252 12865
12752 11920
12320 12826
12031 12888
12627 12561
12599 12670
12350 12799
12440 12756
12673 12250
12634 12468
12635 12437
12612 12565
12603 12608
12398 12696
12493 12630
12012 12803
12576 12560
12186 12770
12283 12739
12089 12775
12631 11974
12309 12724
12241 12734
12573 12444
12513 12475
12489 12541
12609 12134
12558 12393
11978 12751
12575 12320
12368 12592
12484 12479
12149 12719
12291 12662
12566 12320
12348 12608
12516 12339
12490 12422
12557 12282
12423 12527
12366 12561
11615 12735
12500 12331
12392 12531
12422 12463
12089 12670
12475 12341
12453 12341
11964 12676
12517 12113
12383 12449
12523 11773
12323 12521
11891 12664
12479 12207
12489 12002
12298 12477
12365 12363
12451 12090
12218 12485
12435 12025
12019 12546
12419 12075
12315 12325
12093 12474
12276 12349
12263 12352
12399 11862
12210 12359
12173 12373
12325 12182
12300 12268
12296 12311
12368 11867
11870 12478
12079 12430
12069 12432
12247 12319
12365 11764
12187 12334
12241 12291
11399 12456
11607 12432
12249 12124
12164 12288
12152 12261
12091 12274
12214 12004
12021 12273
12072 12216
11994 12269
12143 12095
11718 12296
12092 12092
11567 12279
12153 11521
12114 11838
11601 12220
11699 12184
12009 11999
12000 11611
11700 11931
11920 11772
11873 11858
11954 11612
11802 11822
11840 11738
11718 11744
