20358 15884
19258 16587
19210 17330
19205 19435
16698 19599
16576 19605
16114 19783
16028 20652
18928 17333
18877 17394
18857 18619
18733 18841
18693 18853
17943 18882
17828 19141
16996 19280
16881 19383
15503 19819
19107 16991
18793 18105
17117 19097
16532 19567
19143 16353
17973 18684
16702 19151
16626 19357
16405 19503
19124 16102
18709 17491
18377 18522
16959 19068
16507 19405
18822 17115
18673 17851
18446 17976
18135 18281
17671 18722
17228 18799
17019 18852
18993 16015
18648 17735
18331 18069
18050 18140
17971 18384
17858 18594
17844 18616
17674 18661
17141 18796
16920 18859
16710 18915
18860 16249
18859 16288
18818 16615
18318 17979
17923 18483
17199 18710
17141 18794
18779 16692
18757 16821
18752 16915
18608 17465
17873 18387
17644 18625
17311 18659
16652 19008
18773 16655
18202 17967
17032 18739
16935 18804
18790 16383
18703 16919
18684 17030
18493 17372
18290 17765
18197 17879
17029 18737
18612 17217
18468 17346
18296 17565
18206 17756
17801 18407
17755 18429
17727 18445
17317 18607
17100 18693
15500 19307
18523 17306
18229 17631
18139 17814
17598 18543
17445 18563
17201 18618
16327 19087
18546 17209
18511 17298
18225 17599
16518 18886
18688 16769
17780 18294
15933 19093
18716 16486
18386 17324
18027 17790
17318 18498
16852 18776
15409 19106
18660 16820
18207 17490
17941 17869
17904 17905
16102 18974
15222 19101
18695 16520
18435 17281
18160 17598
17899 17902
17673 18380
17448 18415
17368 18436
18613 16791
18393 17236
18195 17497
18056 17612
17729 18119
17217 18508
16790 18726
18738 16079
17842 17954
17250 18452
16631 18781
18684 16531
18622 16663
17884 17866
17706 18112
17650 18293
17141 18557
18423 17044
18196 17406
17593 18310
17577 18367
16854 18664
16131 18843
18241 17305
18164 17422
17714 18004
17130 18535
16884 18649
16442 18797
18048 17544
17824 17894
17319 18382
17192 18454
16723 18673
15225 18889
18710 15394
18667 16407
18486 16795
17973 17581
17921 17647
17297 18388
17219 18426
16645 18718
15183 18910
18682 16311
18644 16491
18313 17147
18234 17256
18188 17363
17987 17511
17934 17612
17583 18219
16068 18828
17892 17666
16495 18748
18587 16583
18030 17467
17966 17549
17904 17617
17660 17999
17147 18431
17032 18522
16934 18581
16796 18624
18453 16718
18206 17288
18163 17345
18006 17476
17495 18140
18338 16851
16992 18533
18234 17125
17958 17510
17283 18367
18624 16308
17026 18496
16805 18604
16681 18635
18220 17134
17233 18356
16372 18725
18417 16678
17824 17677
17606 17957
17454 18007
17042 18434
16051 18755
18467 16557
18213 17117
17703 17857
18342 16710
18254 16822
17261 18266
16488 18678
16129 18724
17744 17698
17679 17822
18579 16307
18272 16804
18271 16810
18072 17301
17838 17604
17753 17675
18588 16134
18308 16753
18055 17303
18036 17316
17640 17870
17408 17981
17389 17996
17242 18144
18478 16375
18382 16604
17530 17936
16783 18541
18131 17258
17639 17867
17209 18273
17686 17730
16969 18434
16230 18661
18578 15901
18491 16170
18188 17055
18078 17217
17930 17368
17657 17764
17613 17847
17004 18389
18533 15922
18262 16702
17918 17374
18333 16550
17929 17349
17645 17764
16825 18446
18501 15953
18304 16589
18250 16698
15742 18679
18457 16171
17429 17875
18252 16666
17999 17265
16279 18619
18096 17096
17696 17605
17120 18266
16420 18600
18157 16935
17123 18170
17079 18270
16476 18578
18395 16274
18327 16468
17907 17339
17186 18101
17122 18160
18411 16216
17411 17861
17274 17911
17113 18187
16827 18426
16661 18479
16455 18561
16170 18613
18081 17004
17947 17286
17826 17409
17647 17632
17060 18229
18377 16305
17482 17785
17434 17846
16987 18325
16783 18432
18301 16469
17109 18146
18114 16912
17732 17486
17216 17966
